frequency_hz,gain_v,gain_db,phase_deg,reference_amp_v,response_amp_v
10.0,0.9999500037496873,-0.0004342727686282897,-0.5729386976835639,1.0000000000000002,0.9999500037496876
11.23654800138751,0.9999368745370255,-0.0005483181113475776,-0.6437752925843186,1.0000034105607447,0.999940284882477
12.626001098748565,0.9999202894653881,-0.0006923845021658572,-0.7233481786925935,1.0000207124523546,0.999941000266742
14.187266741165962,0.9998993686449227,-0.0008741168268486104,-0.8127989059182427,1.0000105034452387,0.9999098710331854
15.941590374559988,0.9998728880597371,-0.0011041504616447222,-0.9131921132906526,1.0000637378459216,0.9999366178038174
17.91284454622004,0.9998395863848816,-0.0013934467242632663,-1.0261889389231655,1.0000154524169471,0.9998550363230506
20.127853758499395,0.9997974209414692,-0.001759757596419174,-1.152974239119071,1.000048220155458,0.9998456313285334
22.616759492228645,0.9997440784327465,-0.0022231909825606456,-1.2953313829448214,1.0001130299773753,0.9998570794833128
25.413430367026365,0.9996769318046199,-0.0028065880747274305,-1.4554532908928066,1.0001085476353722,0.9997854443717034
28.555923019901076,0.999592131891582,-0.0035434200497539542,-1.635315956390881,1.0001143110348105,0.999706396302567
32.0869999737045,0.9994855798419868,-0.004469346379618724,-1.8377873935346671,1.0000086445266314,0.9994942199216995
36.054711542505025,0.9993505619162522,-0.005642780038711846,-2.0647953230988847,1.0000225704442132,0.9993731177023593
40.51304969235382,0.9991794270281991,-0.007130332152223091,-2.319320329148475,1.0001378343389056,0.9993171482639716
45.5226827550731,0.9989647150401775,-0.008997028953358384,-2.605968562600928,1.0000942156957937,0.9990588331958784
51.15178099293143,0.9986915607996651,-0.01137240016285131,-2.9268417940822955,1.00023804295551,0.9989292922904408
57.476944248353526,0.9983497549107633,-0.014345686928905851,-3.288335313128512,1.000188276470781,0.998537720679223
64.58424430196978,0.997916863384134,-0.018112766987284836,-3.6935454473808367,1.0002354024537785,0.9981517754624416
72.57039612324216,0.9973691842048323,-0.02288108683164919,-4.147893655246957,1.0003415763901427,0.9977098619704126
81.54407395185162,0.9966845298051414,-0.028845653129774038,-4.659338763323875,1.0002688156712845,0.9969524542260798
91.62739011886737,0.9958164666941641,-0.036413931259728395,-5.231699715496571,1.0003436172328868,0.9961586463929126
102.95755673125127,0.9947300586364697,-0.045895168003436064,-5.875075521080485,1.0002809269629533,0.9950095051308008
115.68875283162821,0.9933496725227668,-0.05795694116110295,-6.593396476396146,1.0004457916130733,0.9937924994756266
129.9942224413245,0.9916341847379277,-0.07297020308742708,-7.401656428376693,1.0003421350902384,0.9919734575892065
146.06863203649888,0.9894880459640369,-0.09178896302163034,-8.307775095555913,1.0001594500035884,0.9896458198365166
164.130719537513,0.9867518152222082,-0.11584132012827542,-9.313061814222978,1.000439069848878,0.987185068192598
184.42627085855347,0.9833652089557237,-0.14570321857487617,-10.441414417105474,1.0004047817740598,0.9837632572695534
207.23146452190295,0.9791805955951768,-0.18274403038857878,-11.705397745953254,1.0001073784837364,0.979285738522836
232.85662984981965,0.9737197227290955,-0.23132066507540042,-13.084314837605396,1.001006788468645,0.9747000525176314
261.6504698748821,0.9673195017156587,-0.28860113025370593,-14.64997571530703,1.0004846500415305,0.9677883131523385
294.0048064334708,0.9592912722602558,-0.36099013544058167,-16.372757889500686,1.0003754263886175,0.9596514155182327
330.35991201283395,0.9492999137752701,-0.4519311714689686,-18.261859173597337,1.000637787463614,0.9499053653594859
371.21050090663607,0.9368333659525072,-0.5667529993840804,-20.323859229969585,1.0013280610075992,0.9380775378164466
417.11246120565164,0.9188596067257083,-0.7350167947383952,-22.637810282313946,1.0020951292350193,0.9207847363506377
468.69041923141924,0.905411968595142,-0.8630753777194443,-25.107454683867545,1.000122677926218,0.9055230426578221
526.646239348428,0.8838468461950907,-1.072459668399464,-27.737120758555907,1.0011366318066166,0.8848514546326538
591.7685748188819,0.8569375323815208,-1.3410167081123292,-30.782103376170916,0.9996028835322396,0.8565972283755702
664.9435996665046,0.833532289654408,-1.581551433285556,-33.6857461344361,0.9986659048241423,0.8324202782478584
747.1670675868082,0.799144658711283,-1.9474919783364641,-37.02527742751496,0.9981551216038557,0.7976703339950325
839.5578619995113,0.7655318224344555,-2.32073502758528,-40.00882502571525,1.000290124583167,0.7657539220353404
943.3732216299774,0.725706738036276,-2.7847768913142184,-43.55316565632751,0.9990847887635028,0.7250425630752234
1060.0258488068823,0.6867958282987153,-3.263447029463846,-46.9272998838291,0.9974424048553439,0.6850392826228885
1191.1031332830069,0.6437458115198132,-3.825711672871373,-50.25304715996459,0.997442404855345,0.6420993703578781
1338.3887531737564,0.5994444515534663,-4.445021105398898,-53.51044469005246,0.9974424048553434,0.5979113153346818
1503.8869469554102,0.5547210597172514,-5.11850692055646,-56.66018107147715,0.9974424048553437,0.5533023078282799
1689.8497868124568,0.510376534762208,-5.842186021848946,-59.66943804606489,0.9974424048553434,0.5090711982149535
1898.8078244652631,0.4671263944978611,-6.611311853091895,-62.51309893300183,0.9974424048553443,0.46593167429935284
2133.604526501411,0.4255622312855337,-7.420738454116029,-65.17404958574296,0.9974424048553434,0.4244738153890486
2397.4349678010763,0.3861336189993772,-8.265247691409476,-67.64272182515695,0.9974424048553435,0.38514604553023574
2693.8893095901726,0.34914799973907107,-9.139808833580428,-69.91612005862935,0.997442404855343,0.3482550205101717
3027.0016537634615,0.3147835520318595,-10.039759366692904,-71.99658367197283,0.9974424048553436,0.3139784631475651
3401.304938279253,0.28310949721127354,-10.960911230340685,-73.89049550698539,0.9974424048553436,0.2823854177357999
3821.892620633119,0.2541091021518803,-11.899595566089346,-75.60708128787148,0.9974424048553434,0.25345919394600364
4294.487988789272,0.22770202207994766,-12.852662253374444,-77.15738028224888,0.9974424048553432,0.22711965249384744
4825.522042741279,0.20376402489645462,-13.817449789132194,-78.5534166295041,0.9974424048553416,0.2032428790157234
5422.221006501586,0.1821432506642497,-14.791738338957927,-79.80756710324812,0.9974424048553433,0.18167740197071883
6092.704661368674,0.16267290669909112,-15.77369546257621,-80.93210255673387,0.9974424048553436,0.16225685526275038
6846.096838574657,0.14518072264068083,-16.76182092431374,-81.93887280545434,0.9974424048553439,0.14480940912935736
7692.6495748791385,0.12949567829977085,-17.754894503759708,-82.83910410296899,0.9974424048553433,0.12916448078169734
8643.88262059827,0.11545255683022274,-18.751928893747518,-83.64328143402831,0.9974424048553436,0.1151572759314356
9712.740198471167,0.10289483455991531,-19.75212853554495,-84.3610924128427,0.9974424048553437,0.10263167123063467
10913.767146512739,0.09167634213350728,-20.754854465763444,-85.00141435252655,0.9974424048553439,0.09144187116598679
12263.306841775644,0.0816620465539838,-21.759594806172586,-85.57233041087589,0.997442404855344,0.08145318810021467
13779.723598335568,0.0727282243766903,-22.76594030764427,-86.0811643576987,0.9974424048553443,0.07254221502314505
15483.65256585499,0.06476222869970026,-23.77356428073066,-86.53452641026803,0.9974424048553411,0.06459659313802062
17398.28052930362,0.05766199810507352,-24.78220625006528,-86.93836481395468,0.997442404855343,0.05751452205868876
19549.661430912594,0.05133541343816661,-25.791658719320516,-87.29801951375974,0.9974424048553441,0.05120411823400825
21967.070907932353,0.04569957643326734,-26.80175650343765,-87.61827548374674,0.9974424048553423,0.0455826954184687
24683.404670686512,0.040680060671412985,-27.812368160590474,-87.90341415839967,0.997442404855344,0.04057601754575547
27735.62614198418,0.03621016831290541,-28.823389129621564,-88.15726202881466,0.997442404855343,0.03611755736224111
31165.2694492943,0.03223021389697676,-29.83473624534223,-88.38323589545635,0.9974424048553441,0.03214778205840263
